frame,stimuli,sample,intensity
130,cPRC,E,1.03844237
131,cPRC,E,1.039459454
132,cPRC,E,0.957923251
133,cPRC,E,1.012958775
134,cPRC,E,1.009285973
135,cPRC,E,0.98431092
136,cPRC,E,1.067033721
137,cPRC,E,0.994368747
138,cPRC,E,1.004200555
139,cPRC,E,1.028158525
140,cPRC,E,1.043697302
141,cPRC,E,1.040420033
142,cPRC,E,1.005048125
143,cPRC,E,1.04804816
144,cPRC,E,0.968715638
145,cPRC,E,0.987418676
146,cPRC,E,1.010472571
147,cPRC,E,1.008664422
148,cPRC,E,0.988774787
149,cPRC,E,0.963234688
150,cPRC,E,0.996798447
151,cPRC,E,1.001996874
152,cPRC,E,0.953911421
153,cPRC,E,0.972444945
154,cPRC,E,0.944362136
155,cPRC,E,0.916279327
156,cPRC,E,1.003352986
157,cPRC,E,0.902718212
158,cPRC,E,0.974140084
159,cPRC,E,0.974027075
160,cPRC,E,1.008890441
161,cPRC,E,0.957753737
162,cPRC,E,0.937299055
163,cPRC,E,0.908425182
164,cPRC,E,0.957527718
165,cPRC,E,0.984141406
166,cPRC,E,0.972275431
167,cPRC,E,0.940915353
168,cPRC,E,0.989000806
169,cPRC,E,0.890626218
170,cPRC,E,0.99148701
171,cPRC,E,0.954645981
172,cPRC,E,0.944362136
173,cPRC,E,0.944079613
174,cPRC,E,0.960070427
175,cPRC,E,0.983915388
176,cPRC,E,0.980638118
177,cPRC,E,0.987023143
178,cPRC,E,0.928879863
179,cPRC,E,0.897011243
180,cPRC,E,0.920291157
181,cPRC,E,0.960239941
182,cPRC,E,0.973631542
183,cPRC,E,0.952046768
184,cPRC,E,0.982615781
185,cPRC,E,0.903452773
186,cPRC,E,0.969337189
187,cPRC,E,0.889665639
188,cPRC,E,0.881924503
189,cPRC,E,0.983350341
190,cPRC,E,0.927297733
191,cPRC,E,0.903509277
192,cPRC,E,0.888140014
193,cPRC,E,0.902379185
194,cPRC,E,0.897745804
195,cPRC,E,0.969337189
196,cPRC,E,0.947865424
197,cPRC,E,0.926789191
198,cPRC,E,0.924020464
199,cPRC,E,0.936903523
200,cPRC,E,0.942893015
1,cPRC,G,1.186599679
2,cPRC,G,1.180125905
3,cPRC,G,1.181075392
4,cPRC,G,1.176889018
5,cPRC,G,1.136535824
6,cPRC,G,1.195231379
7,cPRC,G,1.218752759
8,cPRC,G,1.194066099
9,cPRC,G,1.135500021
10,cPRC,G,1.130407318
11,cPRC,G,1.175033203
12,cPRC,G,1.12173246
13,cPRC,G,1.097520544
14,cPRC,G,1.155655038
15,cPRC,G,1.098944775
16,cPRC,G,1.07671815
17,cPRC,G,1.020914215
18,cPRC,G,1.082026644
19,cPRC,G,1.106454353
20,cPRC,G,1.035890213
21,cPRC,G,1.10999335
22,cPRC,G,1.091737306
23,cPRC,G,1.108439644
24,cPRC,G,1.072186507
25,cPRC,G,1.038652356
26,cPRC,G,1.004039243
27,cPRC,G,1.020568947
28,cPRC,G,0.979136791
29,cPRC,G,1.031056461
30,cPRC,G,1.029545914
31,cPRC,G,1.006067692
32,cPRC,G,1.026740612
33,cPRC,G,1.030538559
34,cPRC,G,0.99091906
35,cPRC,G,1.01616678
36,cPRC,G,0.99350857
37,cPRC,G,0.985653724
38,cPRC,G,1.01961946
39,cPRC,G,1.009218262
40,cPRC,G,1.034379665
41,cPRC,G,0.968045057
42,cPRC,G,1.027258514
43,cPRC,G,1.039386051
44,cPRC,G,0.982416837
45,cPRC,G,0.974475673
46,cPRC,G,0.997133884
47,cPRC,G,1.002442379
48,cPRC,G,0.975123051
49,cPRC,G,0.96739768
50,cPRC,G,0.892906117
51,cPRC,G,0.955226984
52,cPRC,G,1.079307659
53,cPRC,G,1.042881889
54,cPRC,G,1.049916724
55,cPRC,G,1.056261023
56,cPRC,G,1.054534683
57,cPRC,G,1.080170829
58,cPRC,G,1.08875937
59,cPRC,G,1.085090898
60,cPRC,G,1.094456291
61,cPRC,G,1.059152642
62,cPRC,G,1.131572597
63,cPRC,G,1.134291583
64,cPRC,G,1.055613645
65,cPRC,G,1.055095743
66,cPRC,G,1.060404238
67,cPRC,G,1.099462677
68,cPRC,G,1.086601445
69,cPRC,G,1.125789359
70,cPRC,G,1.091478355
71,cPRC,G,1.142319063
72,cPRC,G,1.067136963
73,cPRC,G,1.078358172
74,cPRC,G,1.184614389
75,cPRC,G,1.123027215
76,cPRC,G,1.082760339
77,cPRC,G,1.114654467
78,cPRC,G,1.118409256
79,cPRC,G,1.100671115
80,cPRC,G,1.078962391
81,cPRC,G,1.090572027
82,cPRC,G,1.053153611
83,cPRC,G,1.107576474
84,cPRC,G,1.038997624
85,cPRC,G,1.098038446
86,cPRC,G,1.097606861
87,cPRC,G,1.060620031
88,cPRC,G,1.131917865
89,cPRC,G,1.094111023
90,cPRC,G,1.072013873
91,cPRC,G,1.039472368
92,cPRC,G,1.067956975
93,cPRC,G,1.081422426
94,cPRC,G,1.071884398
95,cPRC,G,1.014785708
96,cPRC,G,1.092341525
97,cPRC,G,1.06752539
98,cPRC,G,1.063986393
99,cPRC,G,1.061396884
100,cPRC,G,1.053412562
101,cPRC,G,1.05518206
102,cPRC,G,1.050391467
103,cPRC,G,1.039515526
104,cPRC,G,1.035027043
105,cPRC,G,1.073006519
106,cPRC,G,1.067352756
107,cPRC,G,1.008786677
108,cPRC,G,1.033818605
109,cPRC,G,1.00239922
110,cPRC,G,1.04055133
111,cPRC,G,0.991393804
112,cPRC,G,1.059843178
113,cPRC,G,1.042234511
114,cPRC,G,1.019360509
115,cPRC,G,1.077192893
116,cPRC,G,1.029416438
117,cPRC,G,1.018972082
118,cPRC,G,0.953414327
119,cPRC,G,1.029157487
120,cPRC,G,0.977842036
121,cPRC,G,0.938826756
122,cPRC,G,1.008441409
123,cPRC,G,0.971109311
124,cPRC,G,1.041285025
125,cPRC,G,0.983884225
126,cPRC,G,1.019792094
127,cPRC,G,0.989279037
128,cPRC,G,1.007750873
129,cPRC,G,0.948710051
130,cPRC,G,0.973569345
131,cPRC,G,1.009908798
132,cPRC,G,0.974216722
133,cPRC,G,0.96968508
134,cPRC,G,1.017288901
135,cPRC,G,1.003435024
136,cPRC,G,0.976763074
137,cPRC,G,1.023115298
138,cPRC,G,0.957600702
139,cPRC,G,0.935805661
140,cPRC,G,0.969382971
141,cPRC,G,0.959283883
142,cPRC,G,0.966146084
143,cPRC,G,0.956349105
144,cPRC,G,0.975597794
145,cPRC,G,0.942538387
146,cPRC,G,0.980258912
147,cPRC,G,0.958852298
148,cPRC,G,0.939517292
149,cPRC,G,0.940553096
150,cPRC,G,0.978403096
151,cPRC,G,0.952162731
152,cPRC,G,0.934208797
153,cPRC,G,0.894632456
154,cPRC,G,0.938481488
155,cPRC,G,0.965196597
156,cPRC,G,0.941373107
157,cPRC,G,0.956694373
158,cPRC,G,0.875426926
159,cPRC,G,0.923548648
160,cPRC,G,0.859889867
161,cPRC,G,0.910644258
162,cPRC,G,0.947803723
163,cPRC,G,0.920484395
164,cPRC,G,0.954536448
165,cPRC,G,0.948062674
166,cPRC,G,0.894459822
167,cPRC,G,0.874995341
168,cPRC,G,0.97572727
169,cPRC,G,0.918585421
170,cPRC,G,0.929720313
171,cPRC,G,0.955226984
172,cPRC,G,0.851258168
173,cPRC,G,0.876419571
174,cPRC,G,0.862738328
175,cPRC,G,0.935115125
176,cPRC,G,0.927087645
177,cPRC,G,0.900243061
178,cPRC,G,0.951774305
179,cPRC,G,0.92091598
180,cPRC,G,0.926483426
181,cPRC,G,0.872794258
182,cPRC,G,0.888460791
183,cPRC,G,0.869730004
184,cPRC,G,0.933000359
185,cPRC,G,0.896445113
186,cPRC,G,0.854840323
187,cPRC,G,0.875858511
188,cPRC,G,0.885223904
189,cPRC,G,0.849877096
190,cPRC,G,0.852337131
191,cPRC,G,0.931058227
192,cPRC,G,0.885180746
193,cPRC,G,0.871844771
194,cPRC,G,0.886130233
195,cPRC,G,0.863083596
196,cPRC,G,0.915564327
197,cPRC,G,0.831232626
198,cPRC,G,0.808531258
199,cPRC,G,0.880951213
200,cPRC,G,0.92492972
1,NC,a,1.10439968
2,NC,a,1.093696142
3,NC,a,1.096037541
4,NC,a,1.071428959
5,NC,a,1.078620399
6,NC,a,1.056926621
7,NC,a,1.066698378
8,NC,a,1.057141647
9,NC,a,1.067654051
10,NC,a,1.062469524
11,NC,a,1.076350676
12,NC,a,1.069254803
13,NC,a,1.043547198
14,NC,a,1.057237214
15,NC,a,1.042376498
16,NC,a,1.041540284
17,NC,a,1.044980707
18,NC,a,1.020969422
19,NC,a,1.010504802
20,NC,a,1.019416453
21,NC,a,1.019010292
22,NC,a,1.016597217
23,NC,a,1.008139511
24,NC,a,1.011556042
25,NC,a,1.037120296
26,NC,a,1.01924921
27,NC,a,1.003576172
28,NC,a,0.996026355
29,NC,a,1.015689328
30,NC,a,0.992848742
31,NC,a,1.00747054
32,NC,a,1.013730198
33,NC,a,1.00001629
34,NC,a,0.988811023
35,NC,a,1.002859417
36,NC,a,0.991725826
37,NC,a,1.009835831
38,NC,a,0.987974809
39,NC,a,1.003456713
40,NC,a,0.998128836
41,NC,a,1.001402016
42,NC,a,1.013682415
43,NC,a,1.019010292
44,NC,a,0.988309295
45,NC,a,0.988595997
46,NC,a,1.000350775
47,NC,a,0.993852199
48,NC,a,0.992179771
49,NC,a,0.982742499
50,NC,a,1.007327189
51,NC,a,0.98838097
52,NC,a,0.987043028
53,NC,a,0.977271271
54,NC,a,1.001163098
55,NC,a,0.992992093
56,NC,a,0.991200206
57,NC,a,0.985203357
58,NC,a,0.995237925
59,NC,a,0.99922786
60,NC,a,1.016836136
61,NC,a,1.001688718
62,NC,a,0.999896831
63,NC,a,0.996408624
64,NC,a,0.978418079
65,NC,a,0.990674586
66,NC,a,0.987974809
67,NC,a,0.988165944
68,NC,a,0.995261816
69,NC,a,1.010026965
70,NC,a,0.98353093
71,NC,a,0.990913504
72,NC,a,0.971585016
73,NC,a,1.009883614
74,NC,a,0.975049331
75,NC,a,1.000135749
76,NC,a,0.990698478
77,NC,a,0.983292011
78,NC,a,0.996671434
79,NC,a,0.98379374
80,NC,a,0.983937091
81,NC,a,0.992275338
82,NC,a,1.005224708
83,NC,a,0.990794045
84,NC,a,0.98902605
85,NC,a,0.969721454
86,NC,a,0.978656997
87,NC,a,0.992108095
88,NC,a,0.971322206
89,NC,a,0.985585627
90,NC,a,0.984653845
91,NC,a,0.967069461
92,NC,a,0.952829933
93,NC,a,0.981786826
94,NC,a,0.975622735
95,NC,a,0.954908521
96,NC,a,0.964274117
97,NC,a,0.953833389
98,NC,a,0.946116329
99,NC,a,0.955529709
100,NC,a,0.964059091
101,NC,a,0.956867651
102,NC,a,0.973424687
103,NC,a,0.987544756
104,NC,a,0.96835962
105,NC,a,0.977557973
106,NC,a,0.9728035
107,NC,a,0.961622125
108,NC,a,0.992442581
109,NC,a,0.969625887
110,NC,a,0.983865415
111,NC,a,0.940668993
112,NC,a,0.956843759
113,NC,a,0.947215353
114,NC,a,0.954215658
115,NC,a,0.94743038
116,NC,a,0.970963829
117,NC,a,0.999586237
118,NC,a,0.922989041
119,NC,a,0.971752259
120,NC,a,0.961383206
121,NC,a,0.955911978
122,NC,a,0.949723995
123,NC,a,0.951205288
124,NC,a,0.934242092
125,NC,a,0.969482536
126,NC,a,0.978609213
127,NC,a,0.942771474
128,NC,a,0.951372531
129,NC,a,0.947740974
130,NC,a,0.964274117
131,NC,a,0.938662079
132,NC,a,0.932856366
133,NC,a,0.952232637
134,NC,a,0.945351791
135,NC,a,0.948601079
136,NC,a,0.923514661
137,NC,a,0.940836236
138,NC,a,0.939307159
139,NC,a,0.924661469
140,NC,a,0.941146829
141,NC,a,0.946641949
142,NC,a,0.956055329
143,NC,a,0.966902218
144,NC,a,0.957226029
145,NC,a,0.922535097
146,NC,a,0.948553296
147,NC,a,0.947000327
148,NC,a,0.941600774
149,NC,a,0.9342182
150,NC,a,0.958587863
151,NC,a,0.932904149
152,NC,a,0.949628428
153,NC,a,0.932689123
154,NC,a,0.924159741
155,NC,a,0.955171332
156,NC,a,0.965516492
157,NC,a,0.97438036
158,NC,a,0.948983348
159,NC,a,0.912476638
160,NC,a,0.921173262
161,NC,a,0.934839387
162,NC,a,0.948314377
163,NC,a,0.940812344
164,NC,a,0.938948781
165,NC,a,0.94690476
166,NC,a,0.941600774
167,NC,a,0.940382291
168,NC,a,0.935102197
169,NC,a,0.963772389
170,NC,a,0.978011918
171,NC,a,0.939020457
172,NC,a,0.942508664
173,NC,a,0.944348334
174,NC,a,0.927385137
175,NC,a,0.948959457
176,NC,a,0.924470334
177,NC,a,0.943464337
178,NC,a,0.950560209
179,NC,a,0.937419704
180,NC,a,0.939307159
181,NC,a,0.920599859
182,NC,a,0.920408724
183,NC,a,0.970055939
184,NC,a,0.945017305
185,NC,a,0.932044043
186,NC,a,0.946761409
187,NC,a,0.946809192
188,NC,a,0.91799565
189,NC,a,0.935627817
190,NC,a,0.948051567
191,NC,a,0.930061022
192,NC,a,0.922224503
193,NC,a,0.919620294
194,NC,a,0.92650114
195,NC,a,0.921651099
196,NC,a,0.948362161
197,NC,a,0.930061022
198,NC,a,0.946689733
199,NC,a,0.940931803
200,NC,a,0.952614906
1,NC,b,1.136587085
2,NC,b,1.100063805
3,NC,b,1.093824221
4,NC,b,1.119719638
5,NC,b,1.108291828
6,NC,b,1.102692201
7,NC,b,1.105389165
8,NC,b,1.101046597
9,NC,b,1.094052777
10,NC,b,1.08715038
11,NC,b,1.083287781
12,NC,b,1.093504243
13,NC,b,1.081847877
14,NC,b,1.073071319
15,NC,b,1.075699715
16,NC,b,1.070808613
17,NC,b,1.070854324
18,NC,b,1.044158961
19,NC,b,1.042970469
20,NC,b,1.063700515
21,NC,b,1.033393964
22,NC,b,1.051175636
23,NC,b,1.04468464
24,NC,b,1.049712876
25,NC,b,1.039976383
26,NC,b,1.031999771
27,NC,b,1.041621987
28,NC,b,1.037759387
29,NC,b,1.023268925
30,NC,b,1.01458379
31,NC,b,1.016640795
32,NC,b,1.016366528
33,NC,b,1.021211919
34,NC,b,1.007201425
35,NC,b,0.99522508
36,NC,b,1.023474626
37,NC,b,1.024137438
38,NC,b,1.013715276
39,NC,b,1.005121563
40,NC,b,1.012503928
41,NC,b,1.000916129
42,NC,b,0.986517089
43,NC,b,0.999179102
44,NC,b,0.995613626
45,NC,b,1.014263811
46,NC,b,0.991042502
47,NC,b,0.986059977
48,NC,b,0.993236641
49,NC,b,1.01108688
50,NC,b,1.00445875
51,NC,b,0.981374575
52,NC,b,0.979066157
53,NC,b,0.999681926
54,NC,b,1.017143619
55,NC,b,0.969992477
56,NC,b,0.9824945
57,NC,b,0.983134458
58,NC,b,0.976597751
59,NC,b,0.966381289
60,NC,b,0.975614959
61,NC,b,0.9782205
62,NC,b,0.986082833
63,NC,b,0.986402811
64,NC,b,0.973306541
65,NC,b,0.973215119
66,NC,b,1.001464664
67,NC,b,0.977763387
68,NC,b,0.995887893
69,NC,b,0.976483473
70,NC,b,0.968529717
71,NC,b,0.97362652
72,NC,b,0.979203291
73,NC,b,0.977626253
74,NC,b,0.958907501
75,NC,b,0.968781129
76,NC,b,0.984871485
77,NC,b,0.967341225
78,NC,b,0.964095727
79,NC,b,0.966427
80,NC,b,0.947411125
81,NC,b,0.964918529
82,NC,b,0.977603398
83,NC,b,0.971203825
84,NC,b,0.959616026
85,NC,b,0.965878465
86,NC,b,0.947982515
87,NC,b,0.957490453
88,NC,b,0.965649909
89,NC,b,0.949765254
90,NC,b,0.945102707
91,NC,b,0.939045968
92,NC,b,0.988825507
93,NC,b,0.953216452
94,NC,b,0.955684859
95,NC,b,0.942245755
96,NC,b,0.954176388
97,NC,b,0.945605531
98,NC,b,0.954610645
99,NC,b,0.932120716
100,NC,b,0.960827373
101,NC,b,0.931960726
102,NC,b,0.952827907
103,NC,b,0.931435047
104,NC,b,0.984025827
105,NC,b,0.944554173
106,NC,b,0.952119383
107,NC,b,0.94185721
108,NC,b,0.945468397
109,NC,b,0.933492053
110,NC,b,0.937446075
111,NC,b,0.938268877
112,NC,b,0.919710115
113,NC,b,0.950336644
114,NC,b,0.923504147
115,NC,b,0.923207024
116,NC,b,0.93100079
117,NC,b,0.938177455
118,NC,b,0.932600684
119,NC,b,0.924029827
120,NC,b,0.918818745
121,NC,b,0.937034674
122,NC,b,0.923138457
123,NC,b,0.919847248
124,NC,b,0.931412192
125,NC,b,0.912282038
126,NC,b,0.920647195
127,NC,b,0.929446608
128,NC,b,0.90846515
129,NC,b,0.897448742
130,NC,b,0.908076604
131,NC,b,0.928715229
132,NC,b,0.913333397
133,NC,b,0.897014485
134,NC,b,0.914430467
135,NC,b,0.914750445
136,NC,b,0.897860143
137,NC,b,0.901768454
138,NC,b,0.927869571
139,NC,b,0.883712514
140,NC,b,0.897083052
141,NC,b,0.907870904
142,NC,b,0.90569962
143,NC,b,0.892900473
144,NC,b,0.890683478
145,NC,b,0.892191949
146,NC,b,0.895757426
147,NC,b,0.902614111
148,NC,b,0.917013152
149,NC,b,0.920738617
150,NC,b,0.887483692
151,NC,b,0.905973887
152,NC,b,0.907459503
153,NC,b,0.894934623
154,NC,b,0.907436647
155,NC,b,0.897471597
156,NC,b,0.901585609
157,NC,b,0.881152685
158,NC,b,0.881426952
159,NC,b,0.884489605
160,NC,b,0.908373727
161,NC,b,0.896145971
162,NC,b,0.881312674
163,NC,b,0.892169093
164,NC,b,0.885906654
165,NC,b,0.893403297
166,NC,b,0.889746398
167,NC,b,0.889517842
168,NC,b,0.885380975
169,NC,b,0.89813441
170,NC,b,0.898980068
171,NC,b,0.886340911
172,NC,b,0.891323436
173,NC,b,0.900351405
174,NC,b,0.869633453
175,NC,b,0.900374261
176,NC,b,0.884718162
177,NC,b,0.871027646
178,NC,b,0.87580447
179,NC,b,0.875575914
180,NC,b,0.870479111
181,NC,b,0.876398716
182,NC,b,0.880009904
183,NC,b,0.871667603
184,NC,b,0.871279058
185,NC,b,0.863508147
186,NC,b,0.86933633
187,NC,b,0.851897493
188,NC,b,0.85587437
189,NC,b,0.875004524
190,NC,b,0.88316398
191,NC,b,0.872056149
192,NC,b,0.872216138
193,NC,b,0.87930138
194,NC,b,0.860376927
195,NC,b,0.853748798
196,NC,b,0.870341977
197,NC,b,0.86990772
198,NC,b,0.85900559
199,NC,b,0.859919815
200,NC,b,0.856308627
1,NC,e,1.142761424
2,NC,e,1.126424041
3,NC,e,1.111070323
4,NC,e,1.12839137
5,NC,e,1.121291879
6,NC,e,1.093107756
7,NC,e,1.095096469
8,NC,e,1.09323606
9,NC,e,1.076043317
10,NC,e,1.066933729
11,NC,e,1.065009168
12,NC,e,1.087141617
13,NC,e,1.066976497
14,NC,e,1.077989262
15,NC,e,1.051943539
16,NC,e,1.051259251
17,NC,e,1.04415976
18,NC,e,1.064688408
19,NC,e,1.035563388
20,NC,e,1.050211434
21,NC,e,1.050061746
22,NC,e,1.032035027
23,NC,e,1.0544027
24,NC,e,1.055193908
25,NC,e,1.031521811
26,NC,e,1.04944161
27,NC,e,1.032676547
28,NC,e,1.024892768
29,NC,e,1.019632302
30,NC,e,1.026068889
31,NC,e,1.008640922
32,NC,e,1.0131101790000001
33,NC,e,1.015269964
34,NC,e,1.034515572
35,NC,e,1.020594582
36,NC,e,1.0089189139999999
37,NC,e,1.031500427
38,NC,e,1.013430939
39,NC,e,1.012490043
40,NC,e,0.993372739
41,NC,e,1.025534288
42,NC,e,0.986893385
43,NC,e,0.992645683
44,NC,e,1.008298777
45,NC,e,1.006331449
46,NC,e,0.994463324
47,NC,e,0.993800419
48,NC,e,1.008127705
49,NC,e,0.984797752
50,NC,e,0.993244435
51,NC,e,1.00985981
52,NC,e,1.001648351
53,NC,e,0.993629347
54,NC,e,0.993885956
55,NC,e,1.001028214
56,NC,e,0.988368881
57,NC,e,0.987385217
58,NC,e,0.988860713
59,NC,e,0.998141373
60,NC,e,0.997392933
61,NC,e,0.993308587
62,NC,e,0.992389075
63,NC,e,1.007913865
64,NC,e,1.006588057
65,NC,e,1.004855952
66,NC,e,0.98969469
67,NC,e,1.005133944
68,NC,e,0.977527189
69,NC,e,1.007315113
70,NC,e,0.986936153
71,NC,e,1.011613299
72,NC,e,0.98990853
73,NC,e,0.987770129
74,NC,e,0.993757651
75,NC,e,0.98116247
76,NC,e,1.003401839
77,NC,e,0.994527476
78,NC,e,0.989202858
79,NC,e,0.986594009
80,NC,e,1.015825948
81,NC,e,0.982659351
82,NC,e,0.989716074
83,NC,e,0.988005353
84,NC,e,0.973678067
85,NC,e,0.997093557
86,NC,e,0.978446701
87,NC,e,0.996879717
88,NC,e,0.962408695
89,NC,e,0.981568767
90,NC,e,0.977591341
91,NC,e,0.987128609
92,NC,e,0.985567576
93,NC,e,0.974790036
94,NC,e,0.984434224
95,NC,e,0.966108128
96,NC,e,0.994185332
97,NC,e,0.990378978
98,NC,e,0.982060599
99,NC,e,0.978895765
100,NC,e,0.97070569
101,NC,e,0.975367404
102,NC,e,0.969722026
103,NC,e,0.98980161
104,NC,e,0.971304442
105,NC,e,0.987941201
106,NC,e,0.972523331
107,NC,e,0.966108128
108,NC,e,0.999787942
109,NC,e,0.978190093
110,NC,e,0.957960821
111,NC,e,0.976928437
112,NC,e,0.977249197
113,NC,e,0.977933485
114,NC,e,0.966920721
115,NC,e,0.964654016
116,NC,e,0.9752391
117,NC,e,0.963306823
118,NC,e,0.965466608
119,NC,e,0.978339781
120,NC,e,0.970342162
121,NC,e,0.967220097
122,NC,e,0.960954582
123,NC,e,0.96649304
124,NC,e,0.968289297
125,NC,e,0.957789749
126,NC,e,0.957447605
127,NC,e,0.964547096
128,NC,e,0.950134274
129,NC,e,0.963114367
130,NC,e,0.961147038
131,NC,e,0.946520376
132,NC,e,0.941730358
133,NC,e,0.972501947
134,NC,e,0.937731549
135,NC,e,0.939463653
136,NC,e,0.945215952
137,NC,e,0.959628774
138,NC,e,0.951524234
139,NC,e,0.941537902
140,NC,e,0.967134561
141,NC,e,0.92637664
142,NC,e,0.956164564
143,NC,e,0.960120606
144,NC,e,0.951802226
145,NC,e,0.932706307
146,NC,e,0.943954295
147,NC,e,0.939827182
148,NC,e,0.945344256
149,NC,e,0.943868759
150,NC,e,0.935571764
151,NC,e,0.949856282
152,NC,e,0.951374546
153,NC,e,0.954068931
154,NC,e,0.927787985
155,NC,e,0.932556619
156,NC,e,0.955052596
157,NC,e,0.941944198
158,NC,e,0.959201093
159,NC,e,0.93080313
160,NC,e,0.94979213
161,NC,e,0.94051147
162,NC,e,0.929969154
163,NC,e,0.94504488
164,NC,e,0.94093915
165,NC,e,0.941452366
166,NC,e,0.928087361
167,NC,e,0.927959057
168,NC,e,0.929135177
169,NC,e,0.940126558
170,NC,e,0.911022922
171,NC,e,0.925564048
172,NC,e,0.926098648
173,NC,e,0.933155371
174,NC,e,0.927060928
175,NC,e,0.93576422
176,NC,e,0.929498705
177,NC,e,0.928600577
178,NC,e,0.925927576
179,NC,e,0.946584528
180,NC,e,0.924473463
181,NC,e,0.923831943
182,NC,e,0.919319917
183,NC,e,0.949193377
184,NC,e,0.914914811
185,NC,e,0.921779078
186,NC,e,0.928301201
187,NC,e,0.930610674
188,NC,e,0.932449699
189,NC,e,0.921394166
190,NC,e,0.929669777
191,NC,e,0.936598196
192,NC,e,0.923810559
193,NC,e,0.927681065
194,NC,e,0.919170229
195,NC,e,0.929028257
196,NC,e,0.901186278
197,NC,e,0.928814417
198,NC,e,0.929669777
199,NC,e,0.913097171
200,NC,e,0.919041925
